Id,Warehouse Block,Mode Of Shipment,Customer Care Calls,Customer Rating,Cost Of The Product,Prior Purchases,Product Importance,Gender,Discount Offered,Weight In Gms,On-Time Delivery,Net Price,Discount Ratio,Status By Mode Of Shipment
7841,C,Ship,3,2,201,3,1,M,7,4890,0,194,0.03,0.6
7842,F,Ship,2,2,201,3,2,M,2,4865,1,199,0.01,0.6
7843,D,Ship,4,3,227,3,1,M,10,5782,1,217,0.04,0.6
7844,F,Ship,3,5,171,2,1,M,1,4783,1,170,0.01,0.6
7845,A,Ship,3,5,192,2,0,F,7,5069,1,185,0.04,0.6
7846,B,Ship,3,1,226,3,2,M,2,4831,1,224,0.01,0.6
7847,C,Ship,3,4,252,2,1,F,6,4040,1,246,0.02,0.6
7848,F,Ship,4,5,177,3,1,F,7,4243,1,170,0.04,0.6
7849,D,Ship,3,5,211,3,1,M,5,4058,1,206,0.02,0.6
7850,F,Ship,6,3,170,4,0,M,1,4912,0,169,0.01,0.6
7851,A,Ship,2,3,118,4,1,M,7,5510,0,111,0.06,0.6
7852,B,Ship,4,4,146,3,0,M,3,5225,1,143,0.02,0.6
7853,C,Ship,3,5,150,3,2,M,6,4565,0,144,0.04,0.6
7854,F,Ship,5,5,243,3,1,M,3,5700,1,240,0.01,0.6
7855,D,Ship,4,4,135,3,1,M,6,4335,1,129,0.04,0.6
7856,F,Ship,4,5,209,3,0,F,6,5899,1,203,0.03,0.6
7857,A,Ship,4,5,217,3,1,M,2,5461,1,215,0.01,0.6
7858,B,Ship,2,2,287,4,1,M,10,5972,0,277,0.03,0.6
7859,C,Ship,2,3,239,6,1,M,4,4022,0,235,0.02,0.6
7860,F,Ship,5,2,189,2,1,M,2,4636,1,187,0.01,0.6
7861,D,Ship,4,2,139,3,1,M,10,4648,0,129,0.07,0.6
7862,F,Ship,4,2,255,3,0,F,8,5865,0,247,0.03,0.6
7863,A,Ship,5,1,132,4,1,F,4,5461,0,128,0.03,0.6
7864,B,Ship,4,1,136,3,1,F,4,5060,1,132,0.03,0.6
7865,C,Ship,5,3,143,3,0,M,6,4761,1,137,0.04,0.6
7866,F,Ship,3,4,201,2,0,F,8,4394,0,193,0.04,0.6
7867,D,Ship,6,5,278,5,1,F,2,4361,1,276,0.01,0.6
7868,F,Ship,4,3,213,3,1,M,4,4367,0,209,0.02,0.6
7869,A,Ship,2,1,202,2,1,F,5,4456,0,197,0.02,0.6
7870,B,Ship,4,5,240,2,1,M,6,5045,1,234,0.02,0.6
7871,C,Ship,5,4,223,3,0,M,7,4671,1,216,0.03,0.6
7872,F,Ship,4,4,193,3,0,M,2,5975,1,191,0.01,0.6
7873,D,Ship,3,1,224,3,0,M,8,4908,0,216,0.04,0.6
7874,F,Ship,3,1,202,3,1,F,7,5818,0,195,0.03,0.6
7875,A,Ship,4,5,236,4,1,M,1,4082,0,235,0.0,0.6
7876,B,Ship,3,3,216,4,0,F,9,5107,1,207,0.04,0.6
7877,C,Ship,3,1,229,3,1,M,7,5324,1,222,0.03,0.6
7878,F,Ship,4,5,275,3,1,M,1,5394,1,274,0.0,0.6
7879,D,Ship,3,3,250,2,1,F,8,5067,0,242,0.03,0.6
7880,F,Ship,4,3,196,3,0,M,10,4433,1,186,0.05,0.6
7881,A,Ship,2,2,220,3,0,M,1,5289,0,219,0.0,0.6
7882,B,Ship,4,4,152,3,0,M,8,4430,0,144,0.05,0.6
7883,C,Ship,3,2,186,2,0,M,7,5522,0,179,0.04,0.6
7884,F,Ship,3,1,189,3,0,F,3,5866,1,186,0.02,0.6
7885,D,Ship,3,1,222,3,0,M,1,5362,1,221,0.0,0.6
7886,F,Ship,4,1,139,3,0,F,7,5317,0,132,0.05,0.6
7887,A,Ship,5,1,169,4,0,M,6,4253,1,163,0.04,0.6
7888,B,Ship,4,3,137,3,1,M,9,5016,0,128,0.07,0.6
7889,C,Ship,3,1,212,6,0,M,5,5339,0,207,0.02,0.6
7890,F,Ship,3,5,230,4,0,F,5,4450,1,225,0.02,0.6
7891,D,Ship,3,2,262,2,0,M,7,5141,1,255,0.03,0.6
7892,F,Ship,4,4,166,2,0,M,8,5192,0,158,0.05,0.6
7893,A,Ship,6,2,99,3,0,M,8,5872,0,91,0.08,0.6
7894,B,Ship,4,2,263,3,0,F,7,5395,1,256,0.03,0.6
7895,C,Ship,5,4,223,3,0,M,8,4310,1,215,0.04,0.6
7896,F,Ship,3,1,220,2,0,F,7,5653,0,213,0.03,0.6
7897,D,Ship,3,3,242,3,1,F,8,5915,1,234,0.03,0.6
7898,F,Ship,3,4,163,3,2,F,6,5912,0,157,0.04,0.6
7899,A,Ship,3,4,273,2,1,M,2,4219,1,271,0.01,0.6
7900,B,Ship,5,5,261,5,1,M,9,5385,0,252,0.03,0.6
7901,C,Ship,5,1,179,2,0,M,8,5198,1,171,0.04,0.6
7902,F,Ship,5,2,182,3,0,F,10,4128,1,172,0.05,0.6
7903,D,Ship,3,4,202,2,1,F,6,5030,0,196,0.03,0.6
7904,F,Ship,5,2,154,4,0,F,8,4820,0,146,0.05,0.6
7905,A,Ship,4,4,224,2,0,F,8,5754,1,216,0.04,0.6
7906,B,Ship,3,2,139,3,1,M,4,5531,0,135,0.03,0.6
7907,C,Ship,3,5,256,2,1,F,6,5375,0,250,0.02,0.6
7908,F,Ship,3,2,251,4,2,F,7,4038,0,244,0.03,0.6
7909,D,Ship,4,5,254,3,1,F,10,4148,0,244,0.04,0.6
7910,F,Ship,5,1,181,3,0,F,6,5423,0,175,0.03,0.6
7911,A,Ship,4,4,254,3,0,M,7,5637,0,247,0.03,0.6
7912,B,Ship,3,3,239,3,1,M,7,4942,0,232,0.03,0.6
7913,C,Ship,3,3,167,2,0,M,6,5101,0,161,0.04,0.6
7914,F,Ship,4,2,192,2,0,M,9,4140,0,183,0.05,0.6
7915,D,Ship,3,2,163,2,0,F,5,5021,0,158,0.03,0.6
7916,F,Ship,3,1,213,2,0,M,6,4747,0,207,0.03,0.6
7917,A,Ship,3,3,230,3,0,M,4,4018,1,226,0.02,0.6
7918,B,Ship,3,3,264,3,0,M,3,4970,0,261,0.01,0.6
7919,C,Ship,5,1,182,2,0,M,6,4121,1,176,0.03,0.6
7920,F,Road,5,1,223,3,1,F,4,4905,1,219,0.02,0.59
7921,D,Road,4,1,261,2,1,F,9,4158,0,252,0.03,0.59
7922,F,Road,4,2,248,2,0,F,10,5783,0,238,0.04,0.59
7923,A,Road,4,5,169,4,0,M,5,5347,0,164,0.03,0.59
7924,B,Road,3,4,188,6,1,F,6,4031,1,182,0.03,0.59
7925,C,Road,3,4,142,4,1,M,5,4429,0,137,0.04,0.59
7926,F,Road,4,1,208,2,0,F,5,5707,1,203,0.02,0.59
7927,D,Road,4,5,239,2,1,F,1,4247,0,238,0.0,0.59
7928,F,Road,5,5,218,5,0,M,5,4303,1,213,0.02,0.59
7929,A,Road,4,1,137,3,1,F,3,4962,1,134,0.02,0.59
7930,B,Road,4,4,97,6,0,M,4,5801,0,93,0.04,0.59
7931,C,Road,3,1,242,10,2,M,9,5151,1,233,0.04,0.59
7932,F,Road,4,3,153,7,1,F,4,4499,1,149,0.03,0.59
7933,D,Road,3,3,188,5,0,F,6,5713,0,182,0.03,0.59
7934,F,Road,4,1,272,2,0,F,8,5328,1,264,0.03,0.59
7935,A,Road,2,2,165,3,1,F,10,4080,1,155,0.06,0.59
7936,B,Road,4,4,218,2,1,F,3,5692,1,215,0.01,0.59
7937,C,Road,4,3,153,4,0,M,4,5161,0,149,0.03,0.59
7938,F,Road,6,1,250,2,1,M,4,4016,0,246,0.02,0.59
7939,D,Road,4,1,204,8,0,F,7,5359,0,197,0.03,0.59
7940,F,Road,4,1,154,10,2,M,10,5674,1,144,0.06,0.59
7941,A,Road,4,2,233,7,1,F,5,5361,0,228,0.02,0.59
7942,B,Flight,4,3,225,8,0,M,8,4718,1,217,0.04,0.6
7943,C,Flight,4,4,269,10,2,F,3,4488,0,266,0.01,0.6
7944,F,Flight,4,5,173,4,0,M,7,4978,1,166,0.04,0.6
7945,D,Flight,4,1,145,3,0,M,8,5127,0,137,0.06,0.6
7946,F,Flight,4,4,242,2,1,M,6,5866,0,236,0.02,0.6
7947,A,Flight,3,5,255,7,1,M,8,4091,1,247,0.03,0.6
7948,B,Flight,4,1,254,7,0,M,5,4104,1,249,0.02,0.6
7949,C,Flight,4,3,150,3,2,F,2,4383,0,148,0.01,0.6
7950,F,Flight,4,2,201,8,1,F,6,5128,0,195,0.03,0.6
7951,D,Flight,5,2,262,5,0,M,5,1751,0,257,0.02,0.6
7952,F,Flight,6,4,306,4,0,F,8,1465,0,298,0.03,0.6
7953,A,Flight,6,5,276,4,0,M,9,1319,0,267,0.03,0.6
7954,B,Flight,3,2,183,5,0,M,3,1336,1,180,0.02,0.6
7955,C,Flight,5,1,239,5,0,F,7,1859,1,232,0.03,0.6
7956,F,Flight,7,3,285,4,0,M,10,1935,1,275,0.04,0.6
7957,D,Flight,5,5,229,6,0,F,6,1857,0,223,0.03,0.6
7958,F,Flight,7,5,308,5,1,M,6,1154,0,302,0.02,0.6
7959,A,Flight,6,2,293,4,0,F,7,1477,0,286,0.02,0.6
7960,B,Flight,6,4,247,4,0,M,7,1831,0,240,0.03,0.6
7961,C,Flight,6,1,260,5,0,F,3,1434,0,257,0.01,0.6
7962,F,Flight,7,1,308,4,1,M,5,1705,0,303,0.02,0.6
7963,D,Flight,5,3,274,6,1,M,7,1293,0,267,0.03,0.6
7964,F,Ship,5,1,236,6,0,M,4,1123,1,232,0.02,0.6
7965,A,Ship,7,1,291,4,1,F,1,1796,0,290,0.0,0.6
7966,B,Ship,5,4,223,3,1,M,7,5738,0,216,0.03,0.6
7967,C,Ship,4,4,261,2,1,M,8,5006,1,253,0.03,0.6
7968,F,Ship,4,1,248,2,0,F,6,5621,0,242,0.02,0.6
7969,D,Ship,4,5,169,4,0,F,6,4213,0,163,0.04,0.6
7970,F,Ship,3,2,188,6,1,F,1,4856,0,187,0.01,0.6
7971,A,Ship,3,1,142,4,1,M,7,4780,0,135,0.05,0.6
7972,B,Ship,4,1,208,2,0,M,6,5266,0,202,0.03,0.6
7973,C,Ship,4,3,239,2,1,F,7,5384,0,232,0.03,0.6
7974,F,Ship,5,3,218,5,0,F,9,4435,1,209,0.04,0.6
7975,D,Ship,4,5,137,3,1,M,1,4861,0,136,0.01,0.6
7976,F,Ship,4,3,97,6,0,F,4,4375,0,93,0.04,0.6
7977,A,Ship,3,4,242,10,2,M,5,4127,0,237,0.02,0.6
7978,B,Ship,4,1,153,7,1,F,4,5761,1,149,0.03,0.6
7979,C,Ship,3,4,188,5,0,F,3,4835,1,185,0.02,0.6
7980,F,Ship,4,4,272,2,0,M,7,4042,1,265,0.03,0.6
7981,D,Ship,2,4,165,3,1,M,7,5856,0,158,0.04,0.6
7982,F,Ship,4,4,218,2,1,M,3,5039,0,215,0.01,0.6
7983,A,Ship,4,4,153,4,0,M,5,5162,0,148,0.03,0.6
7984,B,Ship,6,3,250,2,1,F,1,4747,0,249,0.0,0.6
7985,C,Ship,4,2,204,8,0,F,1,4038,1,203,0.0,0.6
7986,F,Ship,4,3,154,10,2,M,7,5317,0,147,0.05,0.6
7987,D,Ship,4,1,233,7,1,M,7,4272,1,226,0.03,0.6
7988,F,Ship,4,2,225,8,0,F,8,5623,0,217,0.04,0.6
7989,A,Ship,4,2,269,10,2,M,2,5616,1,267,0.01,0.6
7990,B,Ship,4,1,173,4,0,F,1,5789,0,172,0.01,0.6
7991,C,Ship,4,3,145,3,0,F,5,5802,1,140,0.03,0.6
7992,F,Ship,4,5,242,2,1,F,2,4806,1,240,0.01,0.6
7993,D,Ship,3,2,255,7,1,M,2,5282,0,253,0.01,0.6
7994,F,Ship,4,2,254,7,0,F,6,5121,0,248,0.02,0.6
7995,A,Ship,4,5,150,3,2,F,10,5767,1,140,0.07,0.6
7996,B,Ship,4,1,201,8,1,M,4,4295,0,197,0.02,0.6
7997,C,Ship,5,3,262,5,0,F,8,1493,1,254,0.03,0.6
7998,F,Ship,6,1,306,4,0,F,4,1449,1,302,0.01,0.6
7999,D,Ship,6,4,276,4,0,F,2,1120,1,274,0.01,0.6
8000,F,Ship,3,2,183,5,0,F,2,1158,1,181,0.01,0.6
8001,A,Ship,5,2,239,5,0,M,1,1518,1,238,0.0,0.6
8002,B,Ship,7,2,285,4,0,M,2,1491,1,283,0.01,0.6
8003,C,Ship,5,4,229,6,0,F,9,1733,0,220,0.04,0.6
8004,F,Ship,7,3,308,5,1,M,10,1152,1,298,0.03,0.6
8005,D,Ship,6,4,293,4,0,F,8,1145,1,285,0.03,0.6
8006,F,Ship,6,3,247,4,0,F,6,1537,0,241,0.02,0.6
8007,A,Ship,6,3,260,5,0,M,8,1324,1,252,0.03,0.6
8008,B,Ship,7,1,308,4,1,M,7,1841,1,301,0.02,0.6
8009,C,Ship,6,2,282,4,0,M,1,1857,1,281,0.0,0.6
8010,F,Ship,6,4,268,4,1,F,3,1586,0,265,0.01,0.6
8011,D,Ship,5,3,238,5,2,M,7,1848,0,231,0.03,0.6
8012,F,Ship,5,3,254,6,0,M,7,1064,0,247,0.03,0.6
8013,A,Ship,5,3,252,5,0,M,3,1474,0,249,0.01,0.6
8014,B,Ship,6,4,254,4,0,M,9,1594,0,245,0.04,0.6
8015,C,Ship,4,1,263,5,0,M,8,1426,1,255,0.03,0.6
8016,F,Ship,5,4,256,5,0,M,6,1551,0,250,0.02,0.6
8017,D,Ship,6,5,264,4,1,M,8,1755,0,256,0.03,0.6
8018,F,Ship,4,5,237,5,0,M,2,1357,1,235,0.01,0.6
8019,A,Ship,4,1,226,5,1,M,6,1510,1,220,0.03,0.6
8020,B,Ship,7,5,289,4,0,M,3,1656,1,286,0.01,0.6
8021,C,Ship,7,4,281,4,0,M,9,1970,0,272,0.03,0.6
8022,F,Ship,5,1,258,5,0,F,4,1032,0,254,0.02,0.6
8023,D,Ship,6,2,263,4,0,F,8,1635,0,255,0.03,0.6
8024,F,Ship,5,3,245,5,0,F,2,1937,0,243,0.01,0.6
8025,A,Ship,7,3,296,4,1,M,8,1826,1,288,0.03,0.6
8026,B,Ship,7,3,286,4,0,F,5,1866,1,281,0.02,0.6
8027,C,Ship,6,3,252,2,0,M,1,1756,0,251,0.0,0.6
8028,F,Ship,6,5,301,4,0,F,7,1393,1,294,0.02,0.6
8029,D,Ship,7,1,290,4,0,M,4,1488,0,286,0.01,0.6
8030,F,Ship,7,1,247,4,1,M,6,1297,1,241,0.02,0.6
8031,A,Ship,5,5,238,6,0,F,3,1965,1,235,0.01,0.6
8032,B,Ship,5,2,263,5,1,F,10,1059,0,253,0.04,0.6
8033,C,Ship,5,2,263,4,0,M,3,1740,1,260,0.01,0.6
8034,F,Ship,5,2,248,5,0,F,3,1046,1,245,0.01,0.6
8035,D,Ship,7,2,289,5,0,M,1,1178,0,288,0.0,0.6
8036,F,Ship,4,4,256,5,2,M,1,1927,1,255,0.0,0.6
8037,A,Ship,6,2,287,4,0,F,7,1837,1,280,0.02,0.6
8038,B,Ship,4,2,250,5,1,M,10,1026,1,240,0.04,0.6
8039,C,Ship,7,3,301,4,1,M,1,1966,1,300,0.0,0.6
8040,F,Ship,4,1,245,5,0,F,3,1537,0,242,0.01,0.6
8041,D,Ship,4,5,226,5,1,M,8,1133,0,218,0.04,0.6
8042,F,Ship,6,2,272,5,0,M,8,1045,0,264,0.03,0.6
8043,A,Ship,3,3,307,5,0,F,3,1578,1,304,0.01,0.6
8044,B,Ship,6,1,138,3,0,M,6,1604,0,132,0.04,0.6
8045,C,Ship,5,1,248,5,0,F,8,1810,0,240,0.03,0.6
8046,F,Ship,5,1,307,4,0,M,8,1511,1,299,0.03,0.6
8047,D,Ship,6,2,256,4,0,F,6,1507,0,250,0.02,0.6
8048,F,Ship,6,5,301,5,0,M,8,1443,0,293,0.03,0.6
8049,A,Ship,7,3,245,4,1,F,10,1610,1,235,0.04,0.6
8050,B,Ship,2,2,168,2,1,F,2,1227,1,166,0.01,0.6
8051,C,Ship,6,1,295,4,0,M,10,1600,0,285,0.03,0.6
8052,F,Ship,6,4,299,4,0,M,9,1527,0,290,0.03,0.6
8053,D,Ship,6,4,253,4,1,M,9,1488,0,244,0.04,0.6
8054,F,Ship,7,4,269,4,1,M,5,1073,0,264,0.02,0.6
8055,A,Ship,5,1,267,5,1,F,10,1818,0,257,0.04,0.6
8056,B,Ship,3,5,212,3,1,M,7,4411,1,205,0.03,0.6
8057,C,Road,5,3,258,3,1,F,1,5719,0,257,0.0,0.59
8058,F,Road,4,3,136,3,0,M,6,4911,1,130,0.04,0.59
8059,D,Road,3,1,101,2,1,F,1,5560,0,100,0.01,0.59
8060,F,Road,5,2,191,4,0,F,3,5578,0,188,0.02,0.59
8061,A,Road,5,5,186,4,0,M,3,4287,0,183,0.02,0.59
8062,B,Road,4,4,104,5,0,F,7,5590,0,97,0.07,0.59
8063,C,Road,4,3,201,4,1,F,3,4797,0,198,0.01,0.59
8064,F,Road,3,2,235,2,1,F,10,4172,0,225,0.04,0.59
8065,D,Road,4,4,271,6,2,M,3,5204,0,268,0.01,0.59
8066,F,Road,2,3,133,4,0,F,5,5989,1,128,0.04,0.59
8067,A,Road,3,1,256,4,0,M,6,4814,1,250,0.02,0.59
8068,B,Road,3,1,225,2,0,F,2,4438,1,223,0.01,0.59
8069,C,Road,5,3,202,3,0,M,4,4134,1,198,0.02,0.59
8070,F,Road,4,4,214,3,1,F,1,4717,0,213,0.0,0.59
8071,D,Road,6,3,217,6,1,M,3,4209,0,214,0.01,0.59
8072,F,Road,4,1,241,2,0,M,3,5672,0,238,0.01,0.59
8073,A,Road,2,3,263,3,0,M,10,5997,0,253,0.04,0.59
8074,B,Road,4,2,273,2,0,F,9,4221,0,264,0.03,0.59
8075,C,Road,4,4,199,3,0,F,9,5016,0,190,0.05,0.59
8076,F,Road,4,1,198,4,1,F,9,5382,0,189,0.05,0.59
8077,D,Road,2,4,101,6,0,F,6,5080,1,95,0.06,0.59
8078,F,Road,4,4,155,4,0,F,10,5483,1,145,0.06,0.59
8079,A,Flight,2,1,155,2,0,M,2,5661,1,153,0.01,0.6
8080,B,Flight,4,3,117,3,1,F,4,4666,0,113,0.03,0.6
8081,C,Flight,3,2,262,2,0,M,5,5747,1,257,0.02,0.6
8082,F,Flight,5,4,142,3,0,F,8,5468,1,134,0.06,0.6
8083,D,Flight,4,4,115,3,1,M,7,4609,0,108,0.06,0.6
8084,F,Flight,4,4,175,3,0,F,6,4600,1,169,0.03,0.6
8085,A,Flight,2,5,239,2,0,F,9,5363,1,230,0.04,0.6
8086,B,Flight,4,1,171,2,0,M,3,4271,0,168,0.02,0.6
8087,C,Flight,4,4,174,3,0,M,8,4348,0,166,0.05,0.6
8088,F,Flight,4,1,164,3,2,F,1,5492,0,163,0.01,0.6
8089,D,Flight,3,2,262,2,1,M,4,5738,0,258,0.02,0.6
8090,F,Flight,3,5,262,2,1,F,7,4422,1,255,0.03,0.6
8091,A,Flight,3,1,245,3,0,F,4,5449,0,241,0.02,0.6
8092,B,Flight,3,4,184,3,0,F,2,4875,0,182,0.01,0.6
8093,C,Flight,5,1,231,2,0,M,10,4892,1,221,0.04,0.6
8094,F,Flight,5,1,226,4,2,F,2,5600,0,224,0.01,0.6
8095,D,Flight,4,1,211,3,1,F,2,5851,0,209,0.01,0.6
8096,F,Flight,4,2,266,5,1,M,3,4578,0,263,0.01,0.6
8097,A,Flight,4,2,216,3,0,M,4,4309,1,212,0.02,0.6
8098,B,Flight,4,3,153,3,0,M,5,5743,1,148,0.03,0.6
8099,C,Flight,2,2,242,3,2,M,9,4717,0,233,0.04,0.6
8100,F,Flight,5,1,282,5,0,M,6,5182,1,276,0.02,0.6
8101,D,Ship,4,1,165,3,1,F,10,4574,0,155,0.06,0.6
8102,F,Ship,3,1,146,3,1,M,9,4944,1,137,0.06,0.6
8103,A,Ship,5,3,113,3,1,F,5,4743,0,108,0.04,0.6
8104,B,Ship,3,2,161,3,1,F,1,5757,0,160,0.01,0.6
8105,C,Ship,2,2,219,2,1,M,8,4518,0,211,0.04,0.6
8106,F,Ship,4,2,237,2,0,F,1,5261,0,236,0.0,0.6
8107,D,Ship,4,3,246,3,0,M,5,4384,0,241,0.02,0.6
8108,F,Ship,3,4,229,6,1,F,3,5471,0,226,0.01,0.6
8109,A,Ship,3,3,195,3,0,M,1,4224,0,194,0.01,0.6
8110,B,Ship,4,3,160,2,0,M,5,4522,1,155,0.03,0.6
8111,C,Ship,3,5,144,2,1,M,6,5983,0,138,0.04,0.6
8112,F,Ship,3,3,217,4,1,F,3,5602,0,214,0.01,0.6
8113,D,Ship,3,4,240,3,2,F,6,4412,0,234,0.02,0.6
8114,F,Ship,3,2,210,3,1,M,8,4011,0,202,0.04,0.6
8115,A,Ship,4,2,249,3,0,F,9,5459,1,240,0.04,0.6
8116,B,Ship,4,1,178,3,2,M,3,5520,1,175,0.02,0.6
8117,C,Ship,6,4,224,4,0,F,6,4493,0,218,0.03,0.6
8118,F,Ship,3,1,142,3,1,F,10,4915,1,132,0.07,0.6
8119,D,Ship,4,5,163,2,1,F,10,5529,1,153,0.06,0.6
8120,F,Ship,4,1,261,4,1,F,10,4632,0,251,0.04,0.6
8121,A,Ship,3,4,151,3,1,M,5,4767,1,146,0.03,0.6
8122,B,Ship,4,2,197,2,1,M,3,4715,1,194,0.02,0.6
8123,C,Ship,6,3,155,2,1,F,1,4182,1,154,0.01,0.6
8124,F,Ship,3,5,152,4,1,M,2,4809,0,150,0.01,0.6
8125,D,Ship,4,5,275,6,0,M,3,5008,0,272,0.01,0.6
8126,F,Ship,3,1,102,4,1,F,4,5936,1,98,0.04,0.6
8127,A,Ship,4,1,285,2,0,M,4,4401,0,281,0.01,0.6
8128,B,Ship,4,5,248,2,1,M,10,4366,1,238,0.04,0.6
8129,C,Ship,3,4,274,3,0,F,7,5036,1,267,0.03,0.6
8130,F,Ship,4,4,104,4,0,M,6,4323,1,98,0.06,0.6
8131,D,Ship,5,4,176,3,1,M,10,5456,0,166,0.06,0.6
8132,F,Ship,5,4,237,3,1,F,1,4369,0,236,0.0,0.6
8133,A,Ship,4,4,247,2,1,M,9,5095,0,238,0.04,0.6
8134,B,Ship,5,5,212,5,0,F,6,4463,0,206,0.03,0.6
8135,C,Ship,4,5,226,2,0,M,1,4532,0,225,0.0,0.6
8136,F,Ship,6,2,213,2,1,F,7,5415,0,206,0.03,0.6
8137,D,Ship,4,3,177,3,0,M,1,5282,0,176,0.01,0.6
8138,F,Ship,4,5,235,4,1,M,6,4633,1,229,0.03,0.6
8139,A,Ship,3,4,263,3,1,F,2,5741,1,261,0.01,0.6
8140,B,Ship,3,3,181,3,0,F,10,5337,0,171,0.06,0.6
8141,C,Ship,3,2,178,2,1,F,2,4122,0,176,0.01,0.6
8142,F,Ship,3,5,243,3,1,F,4,4130,1,239,0.02,0.6
8143,D,Ship,3,3,230,3,1,F,2,4742,1,228,0.01,0.6
8144,F,Ship,4,3,106,2,1,F,6,5867,0,100,0.06,0.6
8145,A,Ship,4,5,266,3,1,F,2,4867,0,264,0.01,0.6
8146,B,Ship,5,2,284,4,0,M,1,4171,1,283,0.0,0.6
8147,C,Ship,2,5,233,3,0,M,9,4751,1,224,0.04,0.6
8148,F,Ship,3,3,200,3,2,F,2,4777,1,198,0.01,0.6
8149,D,Ship,3,2,176,2,1,F,1,5292,0,175,0.01,0.6
8150,F,Ship,5,1,279,5,1,M,4,4405,1,275,0.01,0.6
8151,A,Ship,3,3,164,3,2,M,9,5070,0,155,0.05,0.6
8152,B,Ship,4,3,163,3,0,F,10,5002,1,153,0.06,0.6
8153,C,Ship,4,5,254,3,1,F,3,4404,0,251,0.01,0.6
8154,F,Ship,5,4,234,3,0,F,2,4269,0,232,0.01,0.6
8155,D,Ship,4,1,191,3,0,F,8,4021,1,183,0.04,0.6
8156,F,Ship,3,3,224,3,1,F,5,4214,1,219,0.02,0.6
8157,A,Ship,3,1,250,2,0,F,5,4232,0,245,0.02,0.6
8158,B,Ship,4,5,101,6,1,M,8,4146,0,93,0.08,0.6
8159,C,Ship,3,2,227,3,1,M,6,5058,0,221,0.03,0.6
8160,F,Ship,3,1,173,2,1,F,4,5521,0,169,0.02,0.6
8161,D,Ship,4,3,209,5,1,M,6,4384,0,203,0.03,0.6
8162,F,Ship,3,5,241,3,0,F,4,4132,0,237,0.02,0.6
8163,A,Ship,5,5,257,3,1,F,9,5972,0,248,0.04,0.6
8164,B,Ship,5,1,146,3,2,F,3,4345,1,143,0.02,0.6
8165,C,Ship,2,3,129,5,1,M,3,5444,1,126,0.02,0.6
8166,F,Ship,3,4,285,3,0,M,9,4768,1,276,0.03,0.6
8167,D,Ship,3,1,133,3,0,F,5,5213,1,128,0.04,0.6
8168,F,Ship,4,2,185,3,0,M,1,4786,0,184,0.01,0.6
8169,A,Ship,5,5,193,4,1,M,8,5714,0,185,0.04,0.6
8170,B,Ship,5,4,228,6,1,M,5,4974,1,223,0.02,0.6
8171,C,Ship,3,3,179,2,0,M,5,5058,0,174,0.03,0.6
8172,F,Ship,4,2,224,3,0,F,9,4896,0,215,0.04,0.6
8173,D,Ship,3,2,279,6,1,M,1,5855,0,278,0.0,0.6
8174,F,Ship,4,2,181,3,1,M,4,5717,0,177,0.02,0.6
8175,A,Ship,5,5,198,2,1,M,9,4526,0,189,0.05,0.6
8176,B,Ship,3,5,193,3,1,F,4,5817,0,189,0.02,0.6
8177,C,Ship,5,4,184,3,0,F,1,4208,1,183,0.01,0.6
8178,F,Ship,5,2,139,3,0,M,9,5920,0,130,0.06,0.6
8179,D,Ship,5,3,210,3,0,M,5,4560,1,205,0.02,0.6
8180,F,Ship,4,3,225,2,0,M,2,4520,1,223,0.01,0.6
8181,A,Ship,3,1,189,2,0,F,5,4738,0,184,0.03,0.6
8182,B,Ship,4,5,164,4,0,F,4,5736,0,160,0.02,0.6
8183,C,Ship,3,5,196,3,0,M,1,5303,1,195,0.01,0.6
8184,F,Ship,5,3,246,2,1,F,1,4533,0,245,0.0,0.6
8185,D,Ship,4,4,188,4,0,F,10,4571,1,178,0.05,0.6
8186,F,Ship,3,3,250,2,1,F,4,4380,0,246,0.02,0.6
8187,A,Ship,4,2,156,4,1,F,2,5795,1,154,0.01,0.6
8188,B,Ship,3,1,218,4,0,M,6,5480,1,212,0.03,0.6
8189,C,Ship,5,5,172,2,0,M,5,5791,0,167,0.03,0.6
8190,F,Ship,3,1,259,2,0,F,3,4380,0,256,0.01,0.6
8191,D,Ship,3,3,231,3,1,F,9,4623,1,222,0.04,0.6
8192,F,Ship,5,2,224,3,2,M,4,4271,0,220,0.02,0.6
8193,A,Ship,4,5,201,3,0,M,7,4048,0,194,0.03,0.6
8194,B,Road,4,2,189,2,1,M,5,4374,0,184,0.03,0.59
8195,C,Road,5,4,265,3,1,M,10,4565,0,255,0.04,0.59
8196,F,Road,3,5,147,3,1,M,5,5357,1,142,0.03,0.59
8197,D,Road,4,4,195,3,0,F,6,5783,0,189,0.03,0.59
8198,F,Road,4,5,216,3,1,F,7,5891,0,209,0.03,0.59
8199,A,Road,4,2,148,2,0,M,5,4031,0,143,0.03,0.59
8200,B,Road,5,4,180,4,1,F,7,4200,1,173,0.04,0.59
8201,C,Road,3,3,169,3,0,F,7,5976,0,162,0.04,0.59
8202,F,Road,3,4,200,3,0,F,7,5400,0,193,0.04,0.59
8203,D,Road,3,3,255,2,0,F,10,5632,0,245,0.04,0.59
8204,F,Road,4,3,238,2,0,F,1,4051,0,237,0.0,0.59
8205,A,Road,3,4,163,3,1,M,5,5088,1,158,0.03,0.59
8206,B,Road,4,5,177,3,1,M,7,4031,1,170,0.04,0.59
